message_metric,music_metric,correlation,p_value
vader_negative_median,speechiness_std_dev,0.030786841729742786,0.3498946011375448
vader_negative_median,speechiness_min,-0.023593172394621102,0.4699926319202953
vader_negative_median,speechiness_max,0.0547872155257765,0.09319685168133707
vader_negative_median,speechiness_mean,-0.005775444832688613,0.8596359159645891
vader_negative_median,speechiness_skewness,0.054878514800956214,0.0969329106710669
vader_negative_median,tempo_q1,-0.01678869394333235,0.6071940059391197
vader_negative_median,tempo_median,0.002893380302779212,0.9294065564662777
vader_negative_median,tempo_q3,0.023378572742648374,0.4740422460081194
vader_negative_median,tempo_range,0.05956449881239267,0.06794009903582454
vader_negative_median,tempo_iqr,0.03471100027768979,0.2877259790590082
vader_negative_median,tempo_std_dev,0.031753831473376064,0.33496097585655904
vader_negative_median,tempo_min,-0.06037504529539936,0.0642719219048579
vader_negative_median,tempo_max,0.043296230117108134,0.18474268462668342
vader_negative_median,tempo_mean,0.0014444213760638567,0.9647240835326223
vader_negative_median,tempo_skewness,-0.019773302905295803,0.55004679979881
vader_negative_median,valence_q1,0.00034971110669020295,0.9914566761278361
vader_negative_median,valence_median,0.011561877747569475,0.723323430403296
vader_negative_median,valence_q3,0.027407864356963296,0.40127362369631236
vader_negative_median,valence_range,0.030447905330609915,0.3510837844992401
vader_negative_median,valence_iqr,0.03772117332015821,0.24793418406379428
vader_negative_median,valence_std_dev,0.0180669422488234,0.5833562809117362
vader_negative_median,valence_min,-0.02735677220495595,0.4021522977375295
vader_negative_median,valence_max,0.02566092220316041,0.4319661932192743
vader_negative_median,valence_mean,0.010964364389746559,0.7370791254184165
vader_negative_median,valence_skewness,-0.03173325936412287,0.33738100922236947
vader_negative_median,popularity_q1,0.013615838749922428,0.675764648936798
vader_negative_median,popularity_median,0.01874058008692889,0.5648216280590072
vader_negative_median,popularity_q3,0.03844376305719633,0.2374865408444939
vader_negative_median,popularity_range,0.0694618372343936,0.03266299419663868
vader_negative_median,popularity_iqr,0.018562715500579995,0.5685218449599433
vader_negative_median,popularity_std_dev,0.05540002761728257,0.09010233618576172
vader_negative_median,popularity_min,-0.04323622176059341,0.1839520905377453
vader_negative_median,popularity_max,0.0695730011989089,0.03238480296096783
vader_negative_median,popularity_mean,0.019026367222857794,0.558900571033608
vader_negative_median,popularity_skewness,-0.024795417937761483,0.45058324061124816
vader_negative_median,duration_ms_q1,-0.0010233069138674594,0.9749247334825439
vader_negative_median,duration_ms_median,0.009257052144706322,0.7761422899927887
vader_negative_median,duration_ms_q3,0.010705861705185315,0.7422649407853436
vader_negative_median,duration_ms_range,-0.01172986481780316,0.7186136997200474
vader_negative_median,duration_ms_iqr,0.015494419467781071,0.6341013863023526
vader_negative_median,duration_ms_std_dev,-0.014124226301586145,0.6658915660494191
vader_negative_median,duration_ms_min,-0.06824349661428167,0.03584822869138848
vader_negative_median,duration_ms_max,-0.015553692439864247,0.6328046092570266
vader_negative_median,duration_ms_mean,-0.001613720329323218,0.9604668167821764
vader_negative_median,duration_ms_skewness,-0.03316580269267082,0.3128553197026959
vader_negative_median,explicit_q1,0.026614368358308375,0.4135606815885895
vader_negative_median,explicit_median,0.004032275935361574,0.9014279497450568
vader_negative_median,explicit_q3,-0.0017743069019444202,0.9565364522426039
vader_negative_median,explicit_range,0.06881318223407203,0.03432734505371697
vader_negative_median,explicit_iqr,-0.018464235792741576,0.5705755377432692
vader_negative_median,explicit_std_dev,0.035280356194846936,0.2806581417819575
vader_negative_median,explicit_min,-0.012633274481793797,0.6979680837406474
vader_negative_median,explicit_max,0.06879545174047383,0.03437383650006861
vader_negative_median,explicit_mean,0.0027249158097801445,0.9332950460751185
vader_negative_median,explicit_skewness,0.010107136513307807,0.7584723349425418
vader_negative_median,release_year_q1,-0.003144512356036581,0.9230531999916559
vader_negative_median,release_year_median,4.09949718021062e-05,0.9989952881566684
vader_negative_median,release_year_q3,-0.000620891155717649,0.9847840093395401
vader_negative_median,release_year_range,0.02528088185514174,0.43735761930210315
vader_negative_median,release_year_iqr,0.004405917759529008,0.8923471738409446
vader_negative_median,release_year_std_dev,0.06091161449974503,0.06235342517507684
vader_negative_median,release_year_min,-0.025250945580855885,0.437900728953288
vader_negative_median,release_year_max,0.008932110183007373,0.7838017056964104
vader_negative_median,release_year_mean,-0.02985275322333078,0.35905097909098455
vader_negative_median,release_year_skewness,0.012665170220230518,0.7000035388839946
vader_negative_median,artist_entropy,0.011825777673725023,0.7161243242528497
vader_negative_median,album_entropy,0.017754492410700637,0.585082661621879
vader_negative_median,track_entropy,0.025347907271066783,0.43565715332126254
vader_negative_median,playlist_length_q1,0.025135309398727403,0.43951800104295946
vader_negative_median,playlist_length_median,0.04073878872230116,0.2101341294378803
